document	content	tag
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	66 Stat. 201, 8 U.S. C. § 1227 (a).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	A similar provision existed in the immediate predecessor to § 237 (a), which was § 18 of the Immigration Act of 1917. [2]	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	Deportation in expulsion proceedings is separately provided for under the present Act in § 243 of Chapter 5, subsection (h) of which, of course, contains the authority which respondents seek to invoke in this case.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	66 Stat. 212, 8 U.S. C. § 1253.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	Like authority existed in the immediate predecessor of § 243, which was § 20 of the Immigration Act of 1917, 39 Stat. 890, as amended by § 23 of the Internal Security Act of 1950, 64 Stat. 1010.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	"Respondents assert, however, that neither § 237 (a) nor its predecessor, § 18 of the 1917 Act, is the basis for their deportation since they were not ""immediately"" deported as required in the sections."	Recalling an argument from the respondent
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	Hence, they argue that deportation must rest upon § 243 of the present Act, as to the respondent who arrived after the Immigration and Nationality Act, and its predecessor, § 20 of the 1917 Act, as to the four who arrived prior to the present Act.	Recalling an argument from the respondent
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	We will assume, for purpose of analysis, that four of the five respondents are, as they claim, deportable only under prior Acts by virtue of their early arrival.	Stating the Court's reasoning
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	However, under neither of the exclusion sections, i. e., § 237 (a) of the present Act or § 18 of the 1917 Act, is the deportation authority confined, as respondents contend, to those situations where deportation is immediate.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	Neither section, when read in its entirety and in context, fairly suggests any such limitation.	Rejecting arguments/a reasoning
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	Nor are there reasons of policy to compel such a result.	Rejecting arguments/a reasoning
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	As the desire to remain increases, those knocking on our doors quite naturally become more litigious, and contested departures *196 often involve long delays.	Stating the Court's reasoning
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	We doubt that the Congress intended the mere fact of delay to improve an alien's status from that of one seeking admission to that of one legally considered within the United States.	Referring to unwritten sources of authority
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	We conclude that there is ample basis under § 237 (a) and § 18 of the 1917 Act to deport respondents;	Stating the Court's reasoning
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	we need not draw upon the provisions in § 243 of the present Act or § 20 of the 1917 Act.	Stating the Court's reasoning
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	Regardless of which of the two exclusion sections, § 237 (a) of the 1952 Act or § 18 of the 1917 Act, provides the basis for respondents' deportation, the applications for stays were all filed subsequent to the 1952 Act and hence must be determined by that Act.	Giving the holding/ruling of the Court
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	For reasons explained in Leng May Ma, § 243 (h) is unavailable to excluded aliens, and the fact of parole creates no variance from this principle.	Giving the holding/ruling of the Court
opinion-G16-(Rogers v. Quan, 357 U.S. 193).html	Reversed.	Giving the holding/ruling of the Court
opinion-G16-(Return Mail, Inc. v. Postal Service,	JUSTICE SOTOMAYOR delivered the opinion of the Court.	Announcing function
opinion-G16-(Return Mail, Inc. v. Postal Service,	In the Leahy-Smith America Invents Act of 2011, 35 U. S. C. §100 et seq., Congress created the Patent Trial and Appeal Board and established three new types of administrative proceedings before the Board that allow a “person” other than the patent owner to challenge the validity of a patent post-issuance.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	The question presented in this case is whether a federal agency is a “person” able to seek such review under the statute.	Stating the issue(s) to be decided
opinion-G16-(Return Mail, Inc. v. Postal Service,	We conclude that it is not.	Giving the holding/ruling of the Court
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Constitution empowers Congress “[t]o promote the Progress of Science and useful Arts, by securing for lim- ited Times to Authors and Inventors the exclusive Right to their respective . . . Discoveries.”	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Art. I, §8, cl. 8.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Pursu- ant to that authority, Congress established the United States Patent and Trademark Office (Patent Office) and tasked it with “the granting and issuing of patents.”	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	35 U. S. C. §§1 , 2(a)(1).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	To obtain a patent, an inventor submits an application describing the proposed patent claims to the Patent Office.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	See §§111(a)(1), 112.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	A patent examiner then reviews the application and prior art (the information available to the public at the time of the application) to determine whether the claims satisfy the statutory requirements for patent- ability, including that the claimed invention is useful, novel, nonobvious, and contains eligible subject matter.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	See §§101, 102, 103.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	If the Patent Office accepts the claim and issues a patent, the patent owner generally obtains exclusive rights to the patented invention throughout the United States for 20 years.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§§154(a)(1), (2).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	After a patent issues, there are several avenues by which its validity can be revisited.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	The first is through a defense in an infringement action.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Generally, one who intrudes upon a patent without authorization “infringes the patent” and becomes subject to civil suit in the federal district courts, where the patent owner may demand a jury trial and seek monetary damages and injunctive relief.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§§271(a), 281–284.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	If, however, the Federal Gov- ernment is the alleged patent infringer, the patent owner must sue the Government in the United States Court of Federal Claims and may recover only “reasonable and entire compensation” for the unauthorized use.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	28 U. S. C. §1498 (a).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Once sued, an accused infringer can attempt to prove by clear and convincing evidence “that the patent never should have issued in the first place.”	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	icrosoft Corp. v. i4i L. P., 564 U. S. 91 , 96–97 (2011);	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	ee 35 U. S. C. §282 (b).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	If a defendant succeeds in showing that the claimed invention falls short of one or more patentability requirements, the court may deem the patent invalid and absolve the defendant of liability.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Patent Office may also reconsider the validity of issued patents.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Since 1980, the Patent Act has empow- ered the Patent Office “to reexamine—and perhaps cancel—a patent claim that it had previously allowed.” ?	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	Cuozzo Speed Technologies, LLC v. Lee, 579 U. S. ___, ___ (2016) (slip op., at 3).	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	This procedure is known as ex parte reexamination.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	“Any person at any time” may cite to the Patent Office certain prior art that may “bea[r] on the patentability of any claim of a particular patent”;	Quoting primary sources
opinion-G16-(Return Mail, Inc. v. Postal Service,	and the person may additionally request that the Patent Office reexamine the claim on that basis.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	35 U. S. C. §§301 (a), 302(a).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	If the Patent Office concludes that the prior art raises “a substantial new question of patentability,” the agency may reexamine the patent and, if warranted, cancel the patent or some of its claims.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§§303(a), 304–307.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Director of the Patent Office may also, on her “own initiative,” initiate such a proceeding.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§303(a).	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	In 1999 and 2002, Congress added an “inter partes reexamination” procedure, which similarly invited “[a]ny person at any time” to seek reexamination of a patent on the basis of prior art and allowed the challenger to partic- ipate in the administrative proceedings and any subse- quent appeal.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	See §311(a) (2000 ed.);	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§§314(a), (b) (2006 ed.);	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Cuozzo Speed Technologies, 579 U. S., at ___ (slip op., at 3).	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	In 2011, Congress overhauled the patent system by enacting the America Invents Act (AIA), which created the Patent Trial and Appeal Board and phased out inter partes reexamination.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	See 35 U. S. C. §6 ;	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	H. R. Rep. No. 112–98, pt. 1, pp. 46–47.	Citing secondary sources
opinion-G16-(Return Mail, Inc. v. Postal Service,	In its stead, the AIA tasked the Board with overseeing three new types of post-issuance review proceedings.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	First, the “inter partes review” provision permits “a person” other than the patent owner to petition for the review and cancellation of a patent on the grounds that the invention lacks novelty or nonobviousness in light of “patents or printed publications” existing at the time of the patent application.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§311.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Second, the “post-grant review” provision permits “a person who is not the owner of a patent” to petition for review and cancellation of a patent on any ground of pat- entability.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§321; see §§282(b)(2), (b)(3).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Such proceedings must be brought within nine months of the patent’s issu- ance.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§321.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Third, the “covered-business-method review” (CBM review) provision provides for changes to a patent that claims a method for performing data processing or other operations used in the practice or management of a finan- cial product or service.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	IA §§18(a)(1), (d)(1), 125 Stat. 329 , note following 35 U. S. C. §321 , p. 1442.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	CBM review tracks the “standards and procedures of” post-grant re- view with two notable exceptions: CBM review is not limited to the nine months following issuance of a patent, and “[a] person” may file for CBM review only as a defense against a charge or suit for infringement.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	CBM review is not limited to the nine months following issuance of a patent, and “[a] person” may file for CBM review only as a defense against a charge or suit for infringement	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§18(a)(1)(B), 125 Stat. 330 .1	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	The AIA’s three post-issuance review proceedings are adjudicatory in nature.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Review is conducted by a three- member panel of the Patent Trial and Appeal Board, 35 U. S. C. §6 (c), and the patent owner and challenger may seek discovery, file affidavits and other written memo- randa, and request an oral hearing, see §§316, 326;	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	AIA §18(a)(1), 125 Stat. 329 ;	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Oil States Energy Services, LLC v. Greene’s Energy Group, LLC, 584 U. S. ___, ___–___ (2018) (slip op., at 3–4).	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	The petitioner has the burden of proving unpatentability by a preponderance of the evidence.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§§282, 316(e), 326(e).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Board then either confirms the patent claims or cancels some or all of the claims.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§§318(b), 328(b).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Any party “dissatisfied” with the Board’s final decision may seek judicial review in the Court of Appeals for the Federal Circuit, §§319, 329;	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	see §141(c), and the Director of the Patent Office may intervene, §143.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	In sum, in the post-AIA world, a patent can be reex- amined either in federal court during a defense to an infringement action, in an ex parte reexamination by the Patent Office, or in the suite of three post-issuance review proceedings before the Patent Trial and Appeal Board.	Stating the Court's reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	The central question in this case is whether the Federal Government can avail itself of the three post-issuance review proceedings, including CBM review.	Stating the issue(s) to be decided
opinion-G16-(Return Mail, Inc. v. Postal Service,	Return Mail, Inc., owns U. S. Patent No. 6,826,548 (’548 patent), which claims a method for processing mail that is undeliverable.	Describing the adjudicated facts
opinion-G16-(Return Mail, Inc. v. Postal Service,	Beginning in 2003, the United States Postal Service allegedly began exploring the possibility of licensing Return Mail’s invention for use in handling the country’s undelivered mail.	Describing the adjudicated facts
opinion-G16-(Return Mail, Inc. v. Postal Service,	But the parties never reached an agreement.	Describing the adjudicated facts
opinion-G16-(Return Mail, Inc. v. Postal Service,	In 2006, the Postal Service introduced an enhanced address-change service to process undeliverable mail.	Describing the adjudicated facts
opinion-G16-(Return Mail, Inc. v. Postal Service,	Return Mail’s representatives asserted that the new ser- vice infringed the ’548 patent,	Describing the adjudicated facts
opinion-G16-(Return Mail, Inc. v. Postal Service,	In response, the Postal Service petitioned for ex parte reexamination of the ’548 patent.	Describing procedural events
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Patent Office canceled the original claims but issued several new ones, confirming the validity of the ’548 patent.	Describing procedural events
opinion-G16-(Return Mail, Inc. v. Postal Service,	Return Mail then sued the Postal Service in the Court of Federal Claims, seeking compensation for the Postal Service’s unauthorized use of its invention, as reissued by the Pat- ent Office.	Describing procedural events
opinion-G16-(Return Mail, Inc. v. Postal Service,	While the lawsuit was pending, the Postal Service again petitioned the Patent Office to review the ’548 patent, this time seeking CBM review.	Describing procedural events
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Patent Board instituted review.	Describing procedural events
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Board agreed with the Postal Service that Return Mail’s patent claims subject matter that was ineli- gible to be patented,	Giving the holding/ruling of a lower court
opinion-G16-(Return Mail, Inc. v. Postal Service,	and it canceled the claims underlying the ’548 patent.	Giving the holding/ruling of a lower court
opinion-G16-(Return Mail, Inc. v. Postal Service,	A divided panel of the Court of Appeals for the Federal Circuit affirmed.	Giving the holding/ruling of a lower court
opinion-G16-(Return Mail, Inc. v. Postal Service,	See 868 F. 3d 1350 (2017).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	As relevant here, the Federal Circuit held, over a dissent, that the Government is a “person” eligible to petition for CBM review.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Id., at 1366 ;	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	see AIA §18(a)(1)(B), 125 Stat. 330	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	(only a qualifying “person” may petition for CBM review)	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	The court then affirmed the Patent Board’s decision on the merits, invalidating Return Mail’s patent claims.	Giving the holding/ruling of a lower court
opinion-G16-(Return Mail, Inc. v. Postal Service,	We granted certiorari	Granting certiorari
opinion-G16-(Return Mail, Inc. v. Postal Service,	to determine whether a federal agency is a “person” capable of petitioning for post- issuance review under the AIA.	Stating the issue(s) to be decided
opinion-G16-(Return Mail, Inc. v. Postal Service,	2 586 U. S. ___ (2018).	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	The AIA provides that only “a person” other than the patent owner may file with the Office a petition to insti- tute a post-grant review or inter partes review of an issued patent.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	35 U. S. C. §§311 (a), 321(a).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	The statute likewise provides that a “person” eligible to seek CBM review may not do so “unless the person or the person’s real party in interest or privy has been sued for infringement.”	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	AIA §18(a)(1)(B), 125 Stat. 330 .	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	The question in this case is whether the Government is a “person” capable of institut- ing the three AIA review proceedings.	Stating the issue(s) to be decided
opinion-G16-(Return Mail, Inc. v. Postal Service,	The patent statutes do not define the term “person.”	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	In the absence of an express statutory definition, the Court applies a “longstanding interpretive presumption that ‘person’ does not include the sovereign,” and thus excludes a federal agency like the Postal Service.	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	Vermont Agency of Natural Resources v. United States ex rel. Stevens, 529 U. S. 765 , 780–781 (2000);	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	see United States v. Mine Workers, 330 U. S. 258 , 275 (1947);	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	United States v. Cooper Corp., 312 U. S. 600 , 603–605 (1941);	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	United States v. Fox, 94 U. S. 315 , 321 (1877).	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	This presumption reflects “common usage.”	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	Mine Work- ers, 330 U. S., at 275 .	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	It is also an express directive from Congress:	Recalling a fact or procedural event
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Dictionary Act has since 1947 provided the definition of “ ‘person’ ” that courts use “[i]n determining the meaning of any Act of Congress, unless the context indicates otherwise.”	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	1 U. S. C. §1 ;	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	see Rowland v. Cali- fornia Men’s Colony, Unit II Men’s Advisory Council, 506 U. S. 194 , 199–200 (1993).	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Act provides that the word “ ‘person’ . . . include[s] corporations, companies, associa- tions, firms, partnerships, societies, and joint stock com- panies, as well as individuals.”	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	§1.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Notably absent from the list of “person[s]” is the Federal Government.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	See Mine Workers, 330 U. S., at 275	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	(reasoning that Congress’ express inclusion of partnerships and corporations in §1 implies that Congress did not intend to include the Gov- ernment).	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Thus, although the presumption is not a “hard and fast rule of exclusion,” Cooper, 312 U. S., at 604–605, “it may be disregarded only upon some affirmative show- ing of statutory intent to the contrary,”	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Postal Service contends that the presumption is strongest where interpreting the word “person” to include the Government imposes liability on the Government, and is weakest where (as here) interpreting “person” in that way benefits the Government.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	In support of this argu- ment, the Postal Service points to a different interpretive canon:	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	that Congress must unequivocally express any waiver of sovereign immunity for that waiver to be effec- tive.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	See FAA v. Cooper, 566 U. S. 284 , 290 (2012).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Return Mail, Inc. v. Postal Service,	That clear-statement rule inherently applies only when a party seeks to hold the Government liable for its actions;	Stating the Court's reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	other- wise immunity is generally irrelevant.	Stating the Court's reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	In the Postal Service’s view, the presumption against treating the Gov- ernment as a statutory person works in tandem with the clear-statement rule regarding immunity, such that both apply only when a statute would subject the Government to liability.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	Our precedents teach otherwise.	Rejecting arguments/a reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	In several instances, this Court has applied the presumption against treating the Government as a statutory person when there was no question of immunity, and doing so would instead exclude the Federal Government or one of its agencies from access- ing a benefit or favorable procedural device.	Stating the Court's reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	In Cooper, 312 U. S., at 604–605, 614, for example, the Court held that the Federal Government was not “ ‘[a]ny person’ ” who could sue for treble damages under §7 of the Sherman Anti-Trust Act.	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	Accord, International Primate Protection League v. Administrators of Tulane Ed. Fund, 500 U. S. 72 , 82–84 (1991)	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	(concluding that the National Institutes of Health was not authorized to remove an action as a “ ‘person acting under [a federal]’ officer” pursuant to 28 U. S. C. §1442 (a)(1));	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Davis v. Pringle, 268 U. S. 315 , 317– 318 (1925) 	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	(reasoning that “normal usages of speech” indicated that the Government was not a “person” entitled to priority under the Bankruptcy Act);	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	Fox, 94 U. S., at 321 	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	(holding that the Federal Government was not a “ ‘person capable by law of holding real estate,’ ” absent “an express definition to that effect”).	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	Thus, although the presumption against treating the Government as a statutory person is “ ‘particularly appli- cable where it is claimed that Congress has subjected the [sovereign] to liability to which they had not been subject before,’ ” Stevens, 529 U. S., at 781 , it is hardly confined to such cases.	Stating the Court's reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	Here, too, we proceed from the presumption that the Government is not a “person” authorized to initi- ate these proceedings absent an affirmative showing to the contrary.	Stating the Court's reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	Given the presumption that a statutory reference to a “person” does not include the Government, the Postal Service must show that the AIA’s context indicates other- wise.	Stating the Court's reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	Although the Postal Service need not cite to “an express contrary definition,” Rowland, 506 U. S., at 200 , it must point to some indication in the text or context of the statute that affirmatively shows Congress intended to include the Government.	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	See Cooper, 312 U. S., at 605 .	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Postal Service makes three arguments for displac- ing the presumption.	Announcing function
opinion-G16-(Return Mail, Inc. v. Postal Service,	First, the Postal Service argues that the statutory text and context offer sufficient evidence that the Government is a “person” with the power to peti- tion for AIA review proceedings.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	Second, the Postal Ser- vice contends that federal agencies’ long history of partici- pation in the patent system suggests that Congress intended for the Government to participate in AIA review proceedings as well.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	Third, the Postal Service maintains that the statute must permit it to petition for AIA review because §1498 subjects the Government to liability for infringement.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	None delivers.	Rejecting arguments/a reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Postal Service first argues that the AIA’s reference to a “person” in the context of post-issuance review pro- ceedings must include the Government because other references to persons in the patent statutes appear to do so.	Recalling an argument from the respondent
opinion-G16-(Return Mail, Inc. v. Postal Service,	Indeed, it is often true that when Congress uses a word to mean one thing in one part of the statute, it will mean the same thing elsewhere in the statute.	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	See Merrill Lynch, Pierce, Fenner & Smith Inc. v. Dabit, 547 U. S. 71 , 86 (2006).	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	This principle, however, “readily yields to context,” especially when a statutory term is used throughout a statute and takes on “distinct characters” in distinct statutory provisions.	Recalling a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	See Utility Air Regulatory Group v. EPA, 573 U. S. 302 , 320 (2014) (internal quota- tion marks omitted).	Citing a SCOTUS decision
opinion-G16-(Return Mail, Inc. v. Postal Service,	That is the case here.	Stating the Court's reasoning
opinion-G16-(Return Mail, Inc. v. Postal Service,	The Patent Act and the AIA refer to “person[s]” in at least 18 different places, and there is no clear trend:	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Return Mail, Inc. v. Postal Service,	Sometimes “person” plainly includes the Government,3 sometimes it plainly excludes the Government,4 and sometimes—as here—it might be read either way.	Recalling a primary source (other than a SCOTUS decision)
